ESGBERT/EnvRoBERTa-environmental_label,climatebert/environmental-claims_label,climatebert/renewable_label,all,additional_information
0,0,0,0,"In fact, it aims to train young people in the sector to overcome malnutrition and offer continuity, breaking down the emigration induced by the territorial situation."
0,0,0,0," The Project will be focused on improving production and marketing of agriculture high value-chain, such as saffron, dairy products, horticulture products and possibly other products chosen by the beneficiaries at community level. The project will facilitate the small agroproducers to establish Common Interest Groups (CIG) with a view to improve economies of scale and market linkages with the private sector aimed at the commercialization of high value chain products.

The project is targeting a total of approximately 5,000 farming direct beneficiaries, which implies approximately 30,000 indirect beneficiaries (average of 6 members per family). The priority of high value chain products is within the “National Comprehensive Agriculture Development Priority Program” of Agriculture and Rural Development cluster and it was discussed at the conference in Brussels on 5th October 2016. The Project is in line with the Sustainable Development Goals 1 and 2, UN 2015-2030."
1,0,0,1,"This choice stems from the fact that, between 2008 and 2013, 53% of the flooded localities in Niger belonged to these two regions. The expected results of the Project are: 1) national and local climate risk assessment capacities are reinforced through training and dissemination of analysis tools; 2) local capacities for risk reduction and climate adaptation are reinforced through specific flood and drought applications; 3) a culture of risk prevention is spread through communication and awareness raising actions."
0,0,0,0,This is an activity that does not require technological tools and costs for purchases and vaccines are quite low.
1,0,0,1," The project involves the purchase of 200 chairs, 6 tables and 6 chairs for teachers, as well as the preparation of a multipurpose room, a teacher's office and an anti-disaster shelter."
0,0,0,0,"The construction of a training room, a refectory and dormitories for those who will benefit from training, crafts ateliers, some stalls and service rooms together with dormitory houses are planned."
0,0,0,0,"The project includes the completion of the Training Center and a series of training courses for sex education, literacy, health education, and malnutrition."
1,1,0,2,"The CEM works to improve energy efficiency, enhance clean energy supply, and expand clean energy access, through three main activities: ·       High-level policy dialogue at annual ministerial meetings helps advance international collaboration to accelerate the adoption of clean energy policies and practices. ·       Public-private engagement builds the industry, government, and civil society cooperation needed to scale up clean energy around the globe. ·       Year-round work through action-driven, transformative clean energy initiatives and campaigns expands the deployment of clean energy technologies, policies, and practices."
1,1,0,2,"URBANLAB is an international cooperation program. The innovative approach of this program consists in the association of an territorial development project with a specific training project for a group of citizens. The general objective is to favor the environmental local system (nature, energy, water and weste management), agricultural and tourist development. The main actions envisaged by the program are: the construction of a pilot building, which will activate the involvement of local young people and institutions; the drafting of a guideline documents on the topics mentioned above. "
1,0,0,1," The set-up involves the construction of chicken coops, vegetable gardens and plantations, as well as the preparation of rooms with educational functions."
0,0,0,0, The request for the extension of the number of lodgings for teachers comes also from the Government of Malawi itself that participates in the expenditure together with the diocese.
0,0,0,0, The meetings will also be accompanied by assembly moments to raise awareness among rural entrepreneurs about the opportunity to network to be more effective on the market.
0,0,0,0,"The action will benefit 8 schools, 17.842 pupils, 425 teachers, and eventually 8 school committees composed by a total of 88 members."
0,0,0,0,"The project will strengthen the role of R&E in society and the facilitation of inserting students into the labour market by building up connections among research, education and local/ international stakeholders."
1,0,0,1," Specifically, provide the community with the opportunity to have a good service of drinking water and strengthen the bonds of the families of the Caundy community, involved in the realization of this project (110 families 660 people in the district)"
0,0,0,0,"The goal is the devising of a useful method, in a conscious design practice of new interventions for architectural, urban, interior and open spaces development.
The results would have a concrete application in the elaboration of a general masterplan about the Mongue area and through the design of single buildings."
1,0,0,1,"The type of terrain, rocky in nature, does not allow the excavation of wells and plans to build a water reserve of about 275,000,000 cm3 to be used both for students and for schools"
1,0,0,1,"Total allocation: 150.000€ Fields of actions: 1) environment,sustainable development and climate change; 2) public health; 3) edication,training and culture; 4) human rights, democracy, equality , with special attention to women and young people; 5) local economic development and entrepreneurship."
1,1,0,2," Activities: awareness of the population and community leaders, training of members of water committees, study of water contamination for human consumption and preparation of actions to reduce contamination."
1,0,0,1,"The goal is  to increase the number, the quality and the skills of specialised energy engineers who can act as employees or entrepreneurs within the complex challenge of sustainable access to energy. The project will deliver intensive training sessions for faculty members to foster capacity building on new teaching methodology and on Distributed Energy Systems, based on Renewable Energies. "
1,1,0,2," Specifically, 36 adults will be involved who will receive specific training, 20 local forest conservation committees will be created, 6 sensitive and particularly degraded areas will be identified in which reforestation activities will be carried out."
1,0,0,1," It aims to bring the challenge within the core of urban municipalities by directly and indirectly training professionals and officers to shape resilient policies. It is based on the interaction among different disciplines (spatial planning, environment, engineering, …) and foster collaboration with research, policy making and professionals."
1,0,0,1,"Furthermore, the launch of low-cost urban gardens and the production of honey and the breeding of goats and poultry will help the population to eat better and live in harmony with nature and with what it can derive from it."
1,0,0,1,The well with the relative pump-pump will be positioned at the Parish of Bashimikie under the supervision of a local Committee for the management of water that will be available to the population.
0,0,0,0," The aim is to improve and increase the skills of young rural trainers for the promotion, negotiation and relations with public and private institutions that deal with the development of young people, through three training phases for a total period of 18 months ( 6 for the first phase, 8 for the second and 4 for the third)."
0,0,0,0,The project includes also rising-awareness campaigns both in Italy and Burkina Faso.
0,0,0,0,"Thanks to project activities, the project will enhance know-out related to meat quality and safety control in research institutions and this can also be apply to Serbian SMEs operating in the meat industry"
0,0,0,0,"Actions in the field of health: organization of courses on health, nutrition and creation of natural products, creation of a Solidarity Workshop. "
0,0,0,0,Distribution of vitamines and drugs to mothers and children who suffer undernutrition. 
0,0,0,0,"Situated in the heart of Amaigbo, a rural town in the heart of Imo State, South East of Nigeria, Azione Verde University is sited to serve as home to 5000 students and for many other activities of human development. Azione Verde University of international standard will help in the formal and holistic education and training of young people for a better future. 
The Campus covers an area of more than 10 hectares and includes the university faculties, laboratories, refectory hall, main conference hall, hostels, sports center, church, library and university hospital. With the inauguration of the University, we can gladly say that we have kept our promise for the children and the young people who will be protagonists of a better Nigeria and a better tomorrow. This hospital is built with the help of Azione Verde Italy Ngo and it is still being run by the same organization. It is in the hinterlands of Amaigbo town (Imo State) with a lot of difficulties in accessibility. It was a thing of joy to be able to serve the community in this way. With the opening of the Aqua Viva Hospital to serve the proposed Azione Verde University and entire Amaigbo community, we are sure of reaching more people needing help and medical cure. It also gives a permanent place for such a huge and large our mission in Nigeria. The hospital buildings will guarantee the health of thousands of people around the area making a stable contribution to development for the people in the area. "
1,1,0,2," Moreover, project partners will determine the most appropriate locations for new landfills and scheme for collection and safe disposal of C&D waste. They will also carry out the analysis of chemical compounds in C&D waste, separation of wastes according to relevant treatment option (re-use, recycle, incinerate or disposal). "
1,0,0,1, GEO is also a series of products that informs environmental decision-making and aims to facilitate the interaction between science and policy. 
1,0,0,1,"The school suffers from a chronic lack of water for domestic use. A constant supply, in addition to responding to the water needs of children, could be used to plant vegetables that would be used to increase the diet of children."
0,0,0,0,"The Center allows 160 women, every year, to receive professional training through cooking, sewing, information technology, painting, hairdressing, notions of entrepreneurship and community organization for optimal development of cooperative work among women, as well as training integral of the woman and the family in the community."
0,0,0,0," Training on nutrition and education for the families involved, strengthening activities for groups of women engaged in agriculture in order to constitute formal cooperatives."
1,0,0,1," The affected families are about 1450 of the Palakkad district in Kerala. The objectives of the project are: to teach how to prevent diseases, the production of foods without toxins, not contaminated by pesticides through natural and organic agriculture, the strengthening of a consumption of local products (0 km would say in the west), finally the creation of a biological nutritional garden."
1,0,0,1,There is only one well in the whole area. The well will serve to provide drinking water to the population with a consequent improvement in the level of health and hygiene and to experiment with the cultivation of diversified agricultural products.
0,0,0,0,"For this training center / farm will be acquired raw materials and materials for ""on the job activities"" and will be built a warehouse and a pigsty."
0,0,0,0, The local catholic mission will grant use of some of its buildings as storing and processing sites and as laboratories for training classes. 
1,1,0,2,"The project will ensure micro-financing to local cooperatives intended to sell family photovoltaic kits and manage forest trees nurseries, and to an all-female cooperative for the production and selling of energy saving stoves. Meetings and conferences on sustainable energies will be staged in Italy as an output of the project."
0,0,0,0,"The training program aims to obtain a new common, shared and widespread attitude towards monuments and built heritage in general, empowering and strengthening local capacities in fulfilling plans and interventions. The aim is to strengthen the technical and management capacities and skills of the target groups.
"
1,0,0,1,"The main expected project outcomes are identification of shortcomings in existing legislative and policy framework related to the waste oil management system (with main focus on ship borne waste oils) in Serbia, provision of recommendations for best-practice model that could be implemented in Serbia "
0,0,0,0,"This happens for the huge collection of Egyptian antiquities, more than 140.000 artefacts produced in 5000 years, stored in the basement of the Egyptian Museum of Cairo, which include objects belonging to the royal dynasties and to every-day life as statues, stelae, coffins, vessels of pottery and stone, weapons, amulets, seals, etc... The metallic artefacts include more than 100.000 coins, bronze statues, iron and copper tools, funerary objects. The idea is to take advantage of the experience in cultural heritage safeguard and valorisation gained by the Italian and Egyptian researchers, who have participated to common European INCO-Med projects along with the CNR (Italy) and other partners from the
Mediterranean basin (Greece, Turkey, Tunisia, Syria) to catalogue these artefacts and to develop tailored conservation and storage procedures. This way the project could be an important seeding point for a larger cooperation in the cultural heritage field. The majority of the artefacts stored in the basement have neither been catalogued, nor submitted to any chemical-physical analysis, and left for tenths of years in an uncontrolled storage environment. A detailed survey will start from the metallic artefacts, which are in serious dangerous conditions; the artefacts will be entered in the museum’s database, thus enabling the retrieval of information regarding any item both electronically and manually. Chemical-physical analyses will be performed in order to identify the degradation mechanisms and establish best practices for the cultural heritage management. A flexible and reliable monitoring system suitable for assessing the local environmental conditions in the basement and inside the storage boxes used for the heritage findings will be designed and developed"
0,0,0,0," However, information on which plant remedies are used in particular by women during pregnancy is extremely scarce. Identification of such plants and their validation for anti-plasmodial activity in the murine malaria model are essential first steps in view of developing effective and safe anti-malarial herbal preparations for women during pregnancy."
1,0,1,2,"The village has no source of electricity and no school in the area has access to electricity. The project involves the construction of a photovoltaic system, as well as equipping of classrooms (desks, chairs, chairs, cupboards) and computer equipment for the lab."
1,0,0,1,"SPECIFIC OBJECTIVES: To improve the management of the cultural and social-environmental patrimony of the Chipaya people, as the main elements of their resilient nature, through instruments of social innovation and inclusive business."
0,0,0,0," Indeed, archaeology can greatly benefit from reliable, radar-based non-destructive analysis to map areas and structures of interest present in the subsoil without the need for excavation. GPR scanning  will be conducted as preliminary investigation method for each sector to be studied in the Valley of the Kings. This will allow to create high definition digital radar maps representing the subsurface distribution and shape of the detected anomalies.Next, the EMI Survey will be repeated on the same area covered by GPR, in order to processconductivity maps. These will be used to produce a subsurface electro-stratigraphy and to perform a cross-check of the anomalies detected by the GPR. As fundamental preliminary phase, three local students will be selected and then trained on 3D Ground Penetrating Radar (GPR) and 3D Electrical Resistivity Tomography (E.R.T.) techniques."
1,0,0,1,"The current setup allows to acquire and display many real time hydro-meteorological data, including GOES satellite data, precipitation estimates from TRMM satellite, weather patterns and GFS WRF, and data from 35 sensors."
1,1,0,2,The project aims: 1) to measure traditional and improved stoves pollution using easily transferable Open Source technologies; 2) to improve the local health population conditions fostering the use of more efficient technologies and stimulating local enterprises  
1,0,0,1,"Once the format compatibility testing phase has been completed, the basic version of the platform will be installed, officially requested in the last few months by the World Meteorological Organization. "
0,0,0,0," Specific objective: increase of the quality of the health services of proximity through training activities and strengthening of the skills of social and health personnel, actions to raise awareness of the population of health and hygiene issues, infrastructural interventions to provide local health centers with electricity and a cold system for medicines."
1,0,0,1," The main objective was to contribute to the support of the families in the Southern region of the country, where great damages to land and homes were registered. In order to reach the goal: (i) seeds were given to a number of farmers; (ii) different materials were provided to families to rebuild their homes."
1,0,0,1," the main purpose is to aid them to overcome their economic difficulties and to be free from the basic needs, helping them to have their rights respected, with training programmes for a simple sustainable agricultural practice as a good integration with their fundamental foraging, in which all food is obtained by collecting wild plants and pursuing wild animals. Their forest continue to be impoverished by the illegal hunting of contraband, creating to this semi-nomadic population big difficulties of survival."
0,0,0,0, Some Cuban experts visited the CIMA Foundation and talked about possible synergies.
0,0,0,0,"Also canteen service for the schools of Cissin and Koubri, screening of kids’ malnutrition and the support to 5 migrants of the diaspora burkinabè in the design and implementation of their entrepreneurial projects returning to Burkina Faso."
0,0,0,0,"Contribution to the organization of the Ministerial Meeting of the Less Favored Countries Group held in Kinshasa on 26-28 September 2016, in preparation for COP 22 in Marrakech"
1,0,0,1,Contribution to the CANCC  to support climate change projections and impacts 
1,0,0,1,"Conference ""Marine Protected Areas: an Urgent Imperative"""
1,1,0,2,"The purpose of the MoU is to combat global climate change and address its effects, to promote clean and efficient energy through joint projects, capacity building, tecnology tansfer and technical assistamce."
1,0,0,1,partecipation to the High Level Political Forum on Sustainable Development
1,0,0,1,partecipation to the Signing Cerimony on the Paris Agreement on Climate Change
0,0,0,0,Memorandum of Understanding 
1,1,0,2,"Co-operation to scale up private sector involvement in support of mitigation and adaptation to climate change, including addressing the drivers of deforestation and forest degradation, and enhancement of low carbon sustainable develompment"
1,1,0,2,"Agreement signed on 12 December 2016 between the Ministry of the Environment and the Protection of the Territory and Sea and the Bank of Lebanon in order to create a financial mechanism to facilitate, through the Lebanese trading banking system, an eased financing line for projects in the field of renewable energies and energy saving."
0,0,0,0,The  initiative aims to to providing Iraqi and Kurdish authorities with support for the safeguardinng and promotion of cultural Heritage as well as for the assessment of damages caused by Daesh in the currently occupied territories.
0,0,0,0,ITALIAN CONTRIBUTION TO THE NATIONAL SOLIDARITY PROGRAMME
1,0,0,1,Relief Lake Chad Program aims at providing protection and humanitarian assistance to Lake Chad populations affected by Boko Haram terrorist group.
1,0,0,1,Relief Lake Chad Program aims at providing protection and humanitarian assistance to Lake Chad populations affected by Boko Haram terrorist group
0,0,0,0,"Emergency Initiative in support of the vulnerable people of Mali affected by the crisis, with specific focus on food security and nutrition sectors."
0,0,0,0,"Italian contribution that will assist the EU in four countries of the Senegal River basin (Senegal, Mali, Guinea and Mauritania) and OMVS in the collection and analysis of data"
1,0,0,1,the initiative aims at strengthening individual capacities of 16 professionals from Subsaharan priority countries through the delivery of a Master of Science in Natural Resources Management for Tropical Rural Development
1,0,0,1,The initiative aims at strengthening individual capacities of 16 professionals from Subsaharan priority countries through the delivery of a Master of Science in Natural Resources Management for Tropical Rural Development
1,0,0,1,"THE PROJECT IS AIMED AT BUILDING THE AL FAW PORT THAT WILL RISE IN THE PERSIAN GULF AND WILL INCLUDE THE RISING OF QUAYS, BREAKWATERS AND DREDGING AS WELL. WITH REGARDS TO THE BUILDING OF THIS GREAT INFRASTRUCTURE"
1,0,0,1,"INTERVENTION TO FINALIZE THE EXISTING HYDRAULIC STRUCTURE, INCREASE THE WATER SUPPLY AND IMPLEMENT THE SANITATION SYSTEM OF SOME SELECTED TOWNS"
1,0,0,1,"INTERVENTION TO FINALIZE THE EXISTING HYDRAULIC STRUCTURE, INCREASE THE WATER SUPPLY AND IMPLEMENT THE SANITATION SYSTEM OF SOME SELECTED TOWNS - EXPERT FUND"
1,0,0,1,"The initiative aims to increase access to drinking water in the city of Bamako, also in order to improve its service for the population"
1,0,0,1,"THE INITIATIVE, IN LINE WITH THE MOROCCAN GOVERNMENT'S STRATEGIC PLAN, AIMS AT IMPROVING HYGIENIC AND ENVIRONMENTAL CONDITIONS AND THE ACCESS TO DRINKING WATER, AS A  PRIORITY FOR THE ACHIEVEMENT OF THE MDGS"
0,0,0,0,ASSISTANCE TO THE JOINT TECHNICAL OF THE DEBT CONVERSATION INITIATIVE
0,0,0,0,ASSISTANCE TO THE JOINT TECHICAL UNIT FOR THE IMPLEMENTATION OF THE DEBT CONVERSION INITIATIVE
0,0,0,0,"Technical assistance, management and monitoring of the initiatives of the Italy-Senegal Country Programme 2014-2016."
0,0,1,1,improvement of local economic development
1,0,0,1,Bioversity International - Voluntary Contribution 2016
0,0,1,1,The project aims to support the Government in the investment sector
1,0,0,1,"The programme is directed to mitigate through food aid, water supply and agricultural recovery the drought caused by El Nino in selected Southern African Countries"
1,0,0,1,"The course aims to promote capacity building of local officials of public and private institutions and organizations involved in the following sectors: environment, agriculture, food and cultural Heritage."
0,0,0,0,Riesca Project applied training in risk scenarios in Central America
1,1,0,2,Integrated project for improved access to basic sevices and valorisation of the environmental resources in Wonchi
1,1,0,2,The project aims at protecting the biodiversity and promoting the food sovereignty in Guinea Bissau
0,0,0,0,"Project  wants to promote the socio-economic development of the county of Tharaka-Nithi through the improvement of the living conditions of women and young people, strengthening food chains connected to the pole transformation of the agricultural Meru Herbs"
0,0,0,0,"The project aims to align vocational training programs with the needs of the emerging tourism industry, helping to reduce disparities in access to education for women and vulnerable groups."
0,0,0,0,Support to Nepalese Cultural Heritage damaged by the earthquake 2015
1,0,0,1,The programme is directed to mitigate through water supply and agricultural recovery the drought in selected Ethiopian regions
0,0,1,1,Tourism  capacity building in myanmar
0,0,0,0,Upgrade the present condition of the Rumbek and Yrol Hospitals and ensure that this condition can be maintained. The immediate outcomes shall be good hospital facilities to the people in Lakes States
1,0,0,1,EXPERTS FUND FOR EVALUATION OF WASH IN SMALL AND MEDIUM TOWNS PROGRAMME
0,0,0,0,The aim of the iniziative is to support the vulnerable people of est Sudan and Darfur States and other population in the poor areas of Sudan.
0,0,0,0,DEBT FOR DEVELOPMENT SWAP AGREEMENT : TECHNICAL ASSISTANCE FUND - EXPERT FUND
0,0,0,0,THE GENERAL OBJECTIVE IS TO INCREASE THE CAPABILITY OF THE GHANIAN SMES FOR THE DEVELOPMENT OF THE COUNTRY
0,0,0,0,The project will contribute to reduce vulnerability and food insecurity of the Central-Eastern Mauritanian regions through the improvement  of the agricultural productivity. FL
0,0,0,0,The project will contribute to reduce vulnerability and food insecurity of the Central-Eastern Mauritanian regions through the improvement  of the agricultural productivity
0,1,0,1,Italian contribution to scaling up the initiative National Community Driven Development Project
0,0,0,0,"Italian contribution to the Third National Solidarity Program (NSP III) in Herat, Bamyan, Ghor, Farah and Badghis"
0,0,0,0,THE GENERAL BUDGET SUPPORT IS AN OFFICIAL DEVELOPMENT ASSISTANCE MODALITY FUNDING GOVERNMENT'S POVERTY ALLEVIATION PROGRAMMES THROUGH THE STATE BUDGET
0,0,0,0,"Food assistace to vulnerable people in the departments of Pando, Chuquisaca e Tarija"
0,0,0,0,"The initiative aims to contribute to respond to the current  dramatic humanitarian crisis and to provide relief to the victims, in particular to the vulnerable groups."
0,0,0,0,The Program aims to improve the satisfaction of the basic needs of displaced people and residents in Syria through interventions aimed at increasing food security and health/sanitation conditions. Women are a specific target of the intervention
0,0,0,0,"Qualified personnel for technical assistance, monitoring and coordination of emergency activities. Expert fund"
0,0,0,0,"The Emergency Programme aims at protecting the most vulnerable people living in Area C, East Jerusalem and the Gaza Strip, strengthening their preparedness as well as their capacity to respond to the recurrent crisis."
0,0,0,0,The programme aims to increase the opportunities for the socio-economic development of Palestines women and tho project their rights through two Budget Support components addressed to the Ministry of Women''s Affair an to the Ministry of Social Affairs
0,0,0,0,Support agriculture and rural development- Expert fund
0,0,0,0,ITALIAN TECHNICAL ASSISTENCE TO THE AGRARIAN REFORM PROGRAM
0,0,0,0,"The initiative aims to the sustainable developmet of the rural areas of the Provinces of Bashra and Dhi Qar, with a special focus on the buffalo breeding sector, through the strengthening of the istitutional capacity. It also aims to develop the area by social-economic point of view."
0,0,0,0,"The project is a food safety project and aims at developing special agroechological techniques, which are typical of urban and suburban farming, in order to contribute to the food sovereignty of the country"
0,0,1,1,the project aims at developing the production of sesame in 30 villages of the Magway region
0,1,0,1,The project aims at improving the food security through the development of a sustainable agriculture and the vocational training
0,1,0,1,The project aims at improving the food security through a sustainable economic and environmental development in two regions of Burkina Faso
0,0,0,0,"the project aims at improving the food security in 3 towns (Zonse, Zabre and Garango) in the Province of Boulgou"
0,0,0,0,the project aims at strengthening the fishing sector
0,0,0,0,Training pilot project for protection and management of CARICOM countries cultural heritage
1,0,0,1,Regional. Drought mitigation caused by el Nino in Souther Africa
0,0,0,0,"Emergency activities aiming to strengthen resilience, improving living conditions of most vulnerable categories by providing basic services, assistance and protection to migrants, urban refugees and DPCs."
0,0,0,0,"THE PROJECT AIMS TO A COMPANY REORGANIZATION OF 'POWER MANAGEMENT GIA' EXISTING, JDECO, AND THE CREATION OF TWO NEW COMPANIES ': SELCO AND HEPCO, COMPANIES COLLECT MANY COMPANIES OF VARIOUS ELECTRICAL MUNICIPALITY ' OF CISGIORDANIA."
0,0,0,0,"The project aims at increasing food access especially with regard to vegetables both for consumption and commercialization, through the construction of family greenhouses."
0,0,0,0,The project wants to strengthen the technical and ducational skills of teachers and  training offered to students in 7 Lebanese agricultural schools
0,0,0,0,The initiative intends to acquire financial resources to provide specialized technical assistance to promote the bilateral and multilateral initiatives
0,0,0,0,Assistance Fund to the technical administrative management of the projects of AICS in Giordany - Local Fund
0,0,0,0,Coordination fund for technical assistance
0,0,0,0,Support to operational needs of AICS Kabul office and development programs monitoring
0,0,0,0,Technical assistance for the management and the monitoring of programmes in Vietnam
0,0,0,0,Improve livelihood of rural population located in The State of Kassala and Red Sea (East Sudan)
0,0,0,0,"The project aims to enhance the enjoyment of basic rights for women, children and young people at risk of illegal migration, through the provision of educational services, the increase in labor income in agriculture and in tourism."
0,0,0,0,The Programme aims to strengthen and improve the quality of healthcare and to promote the agriculture and food security and the education
1,0,0,1,Voluntary contribution to IFRC-Italy Bilateral Emergency Fund to support humanitarian interventions related to unforseeable emergencies caused by both man-made and natural disasters and to any event in which there is a clear threat to the survival of human life
1,0,0,1,Voluntary contribution to ICRC-Italy Bilateral Emergency Fund to support humanitarian interventions related to unforseeable emergencies caused by both man-made and natural disasters and to any event in which there is a clear threat to the survival of human life
0,0,0,0,the project aims at fighting severe infant malnutrition during the first 1000 days of life of the children
1,0,0,1,"The maintenance of platform Dewetra (installed in August 2014) continued during all the 2016. The current setup allows to acquire and display many real time hydro-meteorological data, including GOES satellite data, precipitation estimates from TRMM satellite, weather patterns and GFS WRF, and data from 35 sensors. Additional layers, made available by the ""Secretary de Gestión de Riesgo"" for assessing exposure and vulnerability, have been added."
1,0,0,1,"CIMA Foundation hosted a government delegation from Georgia. The visit was organized by TAIEX (Technical Assistance and Information Exchange instrument) of the European Commission. Objective of the meeting was to examine the national and local legislation and exchange mechanisms and best practices for risk management with particular regard to the implementation of the Directive ""Floods"" 2007/60 / EC."
1,0,0,1,"DPC, through CIMA Foundation, supported the World Bank in the evaluation of the areas potentially flooded during the flash floods in Serbia of March 2016 and the results. The calculations were carried out with methods based on morphological analysis based on digital terrain model and do not use hydraulic modeling. The maps and the results are intended to provide a basic quantitative assessment of the areas that have potentially been affected by flash floods in March 2016"
1,0,1,2,provision of solar lamps in village for the enhancement of the security of locals.
0,0,0,0,The Centre carries out joint trainin programmes with the University of Trieste and other international research istitutions. The centre seeks to conduct  its mandate by providing scientists from developing countries with the continuing education and skills that they need to enjoy long and productive careers. 
0,0,0,0,provision  of deep-well pumps in  3 rural areas
1,0,0,1,maintenance and update  of a water network in a village
1,0,1,2,purchase of 125 300lt-waste containers 
1,0,0,1,purchase of a black-water tank and treatment plant for  a governmental building.
1,0,0,1,provision  of a deep-well water collection tank for local population
0,0,0,0,provision  of deep-well pumps for village
1,0,0,1,provision  of a drinking water treatment plant and deep-well water collection tank for a village
0,0,0,0,A civil protection national team has been deployed for the following activities: damage assessment on strategic public facilities and private buildings and technical assistance to local experts conducted by Italian fire fighters. 
1,0,0,1,PROVISION OF A GOVERNMENTAL OIL MILL
1,0,0,1,support to the agricultural field in djibouti in order help people to cope with drought
0,0,0,0,VACCINATION  OF LOCAL LIVESTOCK
1,0,0,1,provision of a course on management in fisheries  for the local women
0,0,0,0,"Socio-economic development and job opportunities for refugees, asylum seekers and vulnerable persons in target country"
0,0,0,0,"purchase of electronic, technical and it equipment, furniture and books in favour of the herat agricultural department and information and culture department. "
0,0,1,1,supply of 70 backpacks to laf martiys association
0,0,1,1,refurbishment of a kindergarten  in tanzania
0,0,0,0,purchase of sanitary material and medical  equipment to increase the efficiency of  pristina hospital 
1,0,0,1,"COMPLETE RESTRUCTURING OF 3 SIDES AND THE ROOF OF A MAJOR MOGADISHU HOSPITAL, INCLUDING  PROVISION OF WINDOWS, HOSPITAL ROOMS, STAIRS AND RAIN WATER DISPERSAL TANK"
1,0,1,2,purchase in partnership whit local autorities of a generator eletronic for municipality
1,0,0,1,replacement of a drinking water treatment plant for a local orphanage canteen
0,0,0,0,support  sports activities by creating a suitable place for children to play
0,0,0,0,promotion of the efficiency  of teaching
0,0,0,0,provision of teaching material for a kindergarten  in djibouti
0,0,1,1,provision of winter packs to locals in need
1,0,0,1,Mitigate the negative effects of the drought by protecting livelihoods and rehabilitation measures
1,1,0,2,"Better agricultural production through supporting cooperatives, environment protection, adaption to climate change"
1,1,0,2,Mobilization of the local communities to adapt to climate change and to reduce its impact in the Missenyi region. 
0,0,0,0,resaerch and technology transfer for seismic risks prevention
0,0,0,0,"Drinking water supply and construction of sanitary facilities for two kindergartens and a primary school in Shashemene, Ethiopia"
1,0,0,1,"The project aims to built a health center in an evacuation area of the Camotes Islands, often affected from natural hazards. It is built with natural construction materials and the beneficiaries are involved in the construction process. The installation of a photovoltaic system allows a total self sustainability of the health center. The project will contribute to disaster reduction and community resilience empowering communities to prepare for and cope with natural hazards and related topics such as health, hygiene and livelihoods promotion."
0,0,0,0,"Agua para la Vida: drinking water in some rural communities of Larreynaga Hall, the department of León, and related technical, health and hygiene training "
1,0,0,1,"Construction of a drinking water well for the community of Pakeba, Tambacounda region"
0,0,0,0,"Construction of a well in Karemeno / Mugunda, Central Province"
1,0,0,1,"Construction of a well in the village of Coiada, Gabú region"
1,0,0,1,"Construction of a well near the town of Bula, Cacheu region"
1,0,1,2,"Construction of an aqueduct for the village of Dighèmurad, Anseba region"
1,0,0,1,"Emergency water project in Morobo, Central Equatoria State"
1,0,0,1,"Technical and management training for the functioning of various aqueducts of Villavicencio and peri-urban water supply improvement of Villa Lorena, in the Meta Department"
1,0,0,1,"Water project 'Hermana Agua' in the region of Cochabamba, Bolivia"
1,0,0,1,"Water system for the supply of drinking water for the village of Laba, Burkina Faso"
0,0,0,0,development of rural economy-food production and valorisation of local products
0,0,0,0,"This is the continuation of a project begun in past years aimed to provide the village with Koussanar, where cattle ranching is of fundamental importance, a veterinary pharmacy. In parallel we continue the project of equipping the scattered villages of a community radio to promote the spread of institutional information and implement the realization of the civil status of the population."
1,0,0,1,"Improvement of the irrigation system and water supply, accompanying market goods, completion of the restructuring of a classroom, in order tosupport women, making them more autonomous and independent both economically and with respect to family commitments."
1,0,1,2,Support the construction of greenhouses for families
0,0,0,0,Install seed banks
0,0,0,0,Improve water and sanitation and to prevent epidemics
1,0,0,1,"The project aims to increase the energy capacity of the school (500 boys) through a stand-alone system to ensure continuous supply and self-sustainable for the next twenty years. The school is the first of all the north-east of R.D. Congo and train students in the fields of construction, carpentry, mechanics, electricity, nutrition etc. to give them the possibility of a subsequent start in the working field."
1,0,0,1,Construction of irrigation system of a permanent greenhouse vegetables in the Wilaya of Boujdour.
1,0,0,1,WATER MANAGEMENT AND ENVIRONMENTAL PROTECTION
0,0,0,0,LOCAL DEMOCRACY AND ACTIVE CITIZENSHIP-WOMEN INVOLVEMENT IN LOCAL DEVELOPMENT
1,1,1,3,"Purchase of a solar-powered pump and education to eco-citizenship to Natitingou, Benin"
0,0,0,0,"Project ""Agriponic - Promotion and Dissemination of aeroponic technology in agriculture"". The Agriponic project had as its objective the dissemination and exchange of experience between the partners on the culture technique ""aeroponics"" applied horticulture, floriculture and production of medicinal plants. The aeroponics is a highly innovative cultivation technique in a protected environment, is characterized as growing ""off the ground"" and closed-loop."
0,0,0,0,DEVELOPMENT OF RURAL ECONOMY-FOOD SECURITY WITH PRODUCTION OF JATROPHA CURCAS AND MORINGA 
1,0,0,1,"From producers to consumers: a sustainable coffee chain, Indigo and organic vegetables"
1,0,0,1,"Objective: to feed 50,000 people and prevent abandon what remains of their home and the place where they lived until now. Feed and care for the people, restore orchards and crops, goats and poultry, boats and nets to catch fish, rebuild houses and roofs, to return families to their homes and children to school"
0,0,0,0,DEVELOPMENT OF RURAL ECONOMY-VALORISATION OF LOCAL PRODUCTS
0,0,0,0,DEVELOPMENT OF RURAL ECONOMY-PRODUCTION OF PEPPER
