additional_information,ESGBERT/EnvRoBERTa-environmental_label,climatebert/environmental-claims_label,climatebert/renewable_label,all,relevant_for_the_environment,reason,id,year,reporting_party,recipient_country_region_project_programme,recipient,recipient_continent_or_region,assigned_geography,usd,euro,corrected_usd,status,funding_source,type_of_support,financial_instrument,sector,africa,latin_america_the_caribbean,north_america,middle_east,mediterranean,asia,europe,oceania,global,multicontinent_or_global,continent_unspecified
The proposed intervention aims at contributing to strengthening a culture of respect and protection of human rights and gender equality within the Palestinian society. This will be done through: the promotion of women's economic empowerment and their work,0,1,0,1,no,"Project focuses on economic empowerment and gender equality within the Palestinian society, no explicit mention of environment",9823,2020,italy,West Bank and Gaza Strip / AMAL - Human Rights and Gender Equality,"palestine, state of",,asia,100952.8,88400.0,100952.8,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
The proposed intervention aims at contributing to strengthening a culture of respect and protection of human rights and gender equality within the Palestinian society. This will be done through: the promotion of women's economic empowerment and their work,0,1,0,1,no,"Project focuses on economic empowerment and gender equality within the Palestinian society, no explicit mention of environment",9832,2020,italy,West Bank and Gaza Strip / AMAL - Human Rights and Gender Equality,"palestine, state of",,asia,198251.2,173600.0,198251.2,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"The project aims to support the strengthening  of primary health care system  of the Palestinian Ministry of Health , through the development of infrastructure and provision of medical equipment",0,0,0,0,no,"The project description focuses on improving the health care system, which is not directly related to the environment.",9821,2020,italy,West Bank and Gaza Strip / Strengthening Primary Healt Care system in the Palestinian Territories - Local fund,"palestine, state of",,asia,90279.33,79053.71,90279.33,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
Promoting tourist offer in the Municipalities of Bethlehem and Beit Sahour by developing innovative hospitality activities and quality catering services through the transfer of skills and capabilities in the organization of tourist and gastronomic service,0,0,0,0,no,"Project focuses on developing tourist and gastronomic services in specific municipalities, which is not directly related to environmental conservation or improvement",9825,2020,italy,West Bank and Gaza Strip / SPECIALITY - Inclusive development of turistic sector in Beit Sahour and Betlemme,,asia,asia,117615.95,102991.2,117615.95,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
Management costs of and activities directly mananged by AICS local office. The project aims at enhancing the prevention mecanism for minors at risk through the development of a protective environment and the engagement of local CSOs,0,0,0,0,no,"Project description focuses on social work and local office management, no direct environmental impact.",9829,2020,italy,West Bank and Gaza Strip / In your interest- protection and promotion of the best interest of children in Palestine,"palestine, state of",,asia,175868.0,154000.0,175868.0,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"The contribution has the purpose of supporting UN OCHA in providing humanitarian assistance to the most vulnerable population providing access to basic services and strengthening their coping mechanisms. The current Humanitarian Response Plan for 2020 focuses on addressing needs identified in the Humanitarian Needs Overview, in Area C, Hebron H2 and East Jerusalem in the West Bank and the Gaza Strip, targeting 1.5 million beneficiaries. Some activities that will be carried out within the framework of the project aim to respond to and / or mitigate the impact of the Covid19 Pandemic",0,0,0,0,no,"The project aims to provide humanitarian assistance and basic services to vulnerable populations affected by the Covid19 pandemic in specific locations. It does not include any environmental aspects or actions, but it does not harm the environment either.",9834,2020,italy,West Bank and Gaza Strip / Contribution to the Humanitarian Fund (HF) managed by UN OCHA oPt to respond to urgent humanitarian needs,,asia,asia,228400.0,200000.0,228400.0,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
The action aims to promote the rights of persons with disabilities (PwD) through the empowerment of the disabled people organizations (DPOs) obtained thanks to a profound capacity building intervention that reinforces the PwDs skills and capabilities. The,0,0,0,0,no,The project aims to promote the rights of persons with disabilities through capacity building interventions and does not contain any environmental measures.,9835,2020,italy,West Bank and Gaza Strip / Nothing about us without us: Strengthening the role and capabilities of Disable People Organizations (DPOs),,asia,asia,246967.02,216258.34,246967.02,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"The project identifies the victims through a counselling service and to offer nursing services, legal assistance and psychological rehabilitation.  The project also includes awareness workshops on gender-based violence in schools which are addressed to adolescents and community leaders. This cultural intervention is extremely crucial in order to eliminate gender stereotypes which are at the basis of the violence phenomenon, promoting the culture of respect between men and women.",0,0,0,0,no,"The project aims to eliminate gender-based violence and promote respect between men and women through counseling, nursing, legal assistance, psychological rehabilitation, and awareness workshops. Although it doesn't directly focus on environmental aspects, it can be considered positive for society, indirectly supporting environmental sustainability.",9850,2020,italy,Zambia / STOP THE VIOLENCE ,zambia,,africa,10506.4,9200.0,10506.4,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The overall objective of the project is to Strengthen the Realisation of Migrant Children’s Rights in Zimbabwe and the Southern African Region, by preventing unsafe migration of boys and girls aged 7 to 18 years and supporting return of unaccompanied migrant children to their communities of origin",0,1,0,1,no,The project aims to prevent unsafe migration and support the return of unaccompanied migrant children to their communities. There is no mention of any environmental aspect in the project description.,9854,2020,italy,Zimbabwe / Protection of Children on the Move in Zimbabwe,zimbabwe,,africa,22840.0,20000.0,22840.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
 Contribution for allowing the participation of delegations from developing countries to international negotiating processes. ,0,0,0,0,no,"The project funds the participation of delegations from developing countries in international negotiations, which is not directly related to the environment.",39012,2017,italy,Other (Developing countries) / Contribution to UNEP - United Nations Environment Programme to strengthen sustainability objectives of the organization through the participation of delegations from developing countries.,,developing countries,continent_unspecified,5636978.58,5000000.0,5636978.58,Committed,ODA,cross-cutting,Grant,Other (Environmental policy and administrative management),False,False,False,False,False,False,False,False,False,False,True
"Primary actions will facilitate access to alternative forms of subsistence at points of departure and an increased number of job opportunities specifically targeted to youth and women. The project also aims at strengthening resilience in the selected areas, improving living conditions of migration process’s most vulnerable categories by providing basic services.",0,0,0,0,no,The project aims at creating job opportunities and improving living conditions without any mention of environmentally friendly practices,39044,2017,italy,Ethiopia / The initiative intends to promote preventive actions to irregular migration in identified areas with a high incidence of illegal migration. ,ethiopia,,africa,901916.57,800000.0,901916.57,Committed,ODA,cross-cutting,Grant,Other (Emergency response),True,False,False,False,False,False,False,False,False,False,False
"In response to the famine and to prevent a further escalation of the nutrition crisis, UNICEF is scaling up activities using an integrated approach to tackle key factors contributing to high malnutrition rates. ",0,0,0,0,no,"Project aims to tackle famine and malnutrition, which are not directly environment-related",39071,2017,italy,South Sudan / This project will focus on providing an integrated nutrition and health response aiming at contributing to the following results:,sudan,,africa,450958.29,400000.0,450958.29,Committed,ODA,cross-cutting,Grant,Other (Emergency response),True,False,False,False,False,False,False,False,False,False,False
".The project,in particular,will provide the Bosnian authorities with the capacity development activities for the accreditation of new phytosanitary protocols and some specific equipment for the involved laboratories",0,0,0,0,no,"The project improves the capacity of Bosnian authorities to follow phytosanitary protocols, which are related to protecting agriculture from pests, but it's unrelated to environmental protection or green investment.",39124,2017,italy,Bosnia and Herzegovina / The initiative aims at strengthening the authoritioes competent for the phytosanitary system to upgrade it and align with European standards,bosnia and herzegovina,,europe,169334.84,150200.0,169334.84,Committed,ODA,cross-cutting,Grant,Agriculture,False,False,False,False,False,False,True,False,False,False,False
" In the school will be trained: 160 animators / trainers aged between 17 and 25 years a year; 40 animators aged 17 years. The training will be both theoretical and practical, held by qualified local staff",0,0,0,0,no,"The project description does not mention any environmental aspects or activities, but it's clear enough to classify.",39132,2017,italy,Burundi / The project involves the construction of a 'Peace and Human Rights' training school in the territory of Bujumbura in the Great Lakes region.,burundi,,africa,139188.28,123460.0,139188.28,Committed,ODA,cross-cutting,Grant,Other (Education unspecified),True,False,False,False,False,False,False,False,False,False,False
"In particular, the project will build women’s capacity in agribusiness focusing on baby food making, fish preservation and processing and fish net making. These are sectors in which women already have a comparative advantage, but up to date have received very minimal strategic attention and support. The project will be implemented in Eastern Sudan, Red Sea State. The project will reach out to empower 500 urban, peri-urban and rural women and girls in the most vulnerable situations including women with disabilities, women survivors of GBV, refugees and IDP women, to become vibrant economic change agents.",0,0,0,0,no,"The project is focused on building women's capacity in agribusiness, specifically in baby food making, fish preservation and processing, and fish net making. These activities, which aim to empower women and girls in vulnerable situations, do not have a negative impact on the environment. Therefore, the project is not relevant for the environment.",39158,2017,italy,"Sudan / The project will contribute to sustainable development, economic transformation, women’s empowerment and improved livelihood in Sudan trough women’s effective contribution to employment, job and income creation",sudan,,africa,112739.57,100000.0,112739.57,Committed,ODA,cross-cutting,Grant,Other (Government and civil society),True,False,False,False,False,False,False,False,False,False,False
" The aim is to improve and increase the skills of young rural trainers for the promotion, negotiation and relations with public and private institutions that deal with the development of young people, through three training phases for a total period of 18 months ( 6 for the first phase, 8 for the second and 4 for the third).",0,0,0,0,no,Project focuses on skills training for young rural trainers and does not contain any environmental aspects. ,39325,2017,italy,"Chile / Project for the training of youth trainers from the rural areas of the four Dioceses of Chile involved in the project (San Felipe, Melipilla, Rancagua and Linares).",chile,,latin america and the caribbean,17257.72,15307.6,17257.72,Committed,ODA,cross-cutting,Grant,Other (Rural development),False,True,False,False,False,False,False,False,False,False,False
Distribution of vitamines and drugs to mothers and children who suffer undernutrition. ,0,0,0,0,no,"This project involves providing vitamins and drugs to malnourished individuals, which is unrelated to environmental conservation.",39348,2017,italy,Mozambique / Technical training for cattle breeders and development of a network between 3 local cooperatives in order to guarantee a high level of food security. ,mozambique,,africa,15422.77,13680.0,15422.77,Committed,ODA,cross-cutting,Grant,Other (Health basic),True,False,False,False,False,False,False,False,False,False,False
"This happens for the huge collection of Egyptian antiquities, more than 140.000 artefacts produced in 5000 years, stored in the basement of the Egyptian Museum of Cairo, which include objects belonging to the royal dynasties and to every-day life as statues, stelae, coffins, vessels of pottery and stone, weapons, amulets, seals, etc... The metallic artefacts include more than 100.000 coins, bronze statues, iron and copper tools, funerary objects. The idea is to take advantage of the experience in cultural heritage safeguard and valorisation gained by the Italian and Egyptian researchers, who have participated to common European INCO-Med projects along with the CNR (Italy) and other partners from the
Mediterranean basin (Greece, Turkey, Tunisia, Syria) to catalogue these artefacts and to develop tailored conservation and storage procedures. This way the project could be an important seeding point for a larger cooperation in the cultural heritage field. The majority of the artefacts stored in the basement have neither been catalogued, nor submitted to any chemical-physical analysis, and left for tenths of years in an uncontrolled storage environment. A detailed survey will start from the metallic artefacts, which are in serious dangerous conditions; the artefacts will be entered in the museum’s database, thus enabling the retrieval of information regarding any item both electronically and manually. Chemical-physical analyses will be performed in order to identify the degradation mechanisms and establish best practices for the cultural heritage management. A flexible and reliable monitoring system suitable for assessing the local environmental conditions in the basement and inside the storage boxes used for the heritage findings will be designed and developed",0,0,0,0,no,"The project is about cataloguing, conserving and storing Egyptian antiquities. It does not involve any environmental impact or improvement, so it is not relevant for the environment.",39471,2017,italy,"Egypt / A deficit of information about the degradation mechanisms of ancient metallic artefacts and about reliable conservation, storage and exhibition methodologies exists all over the Mediterranean Basin. ",egypt,,africa,7805.45,6923.43,7805.45,Committed,ODA,cross-cutting,Grant,Other (Research/scientific institutions),True,False,False,False,False,False,False,False,False,False,False
" Indeed, archaeology can greatly benefit from reliable, radar-based non-destructive analysis to map areas and structures of interest present in the subsoil without the need for excavation. GPR scanning  will be conducted as preliminary investigation method for each sector to be studied in the Valley of the Kings. This will allow to create high definition digital radar maps representing the subsurface distribution and shape of the detected anomalies.Next, the EMI Survey will be repeated on the same area covered by GPR, in order to processconductivity maps. These will be used to produce a subsurface electro-stratigraphy and to perform a cross-check of the anomalies detected by the GPR. As fundamental preliminary phase, three local students will be selected and then trained on 3D Ground Penetrating Radar (GPR) and 3D Electrical Resistivity Tomography (E.R.T.) techniques.",0,0,0,0,no,Project describes non-destructive archaeological investigation methods using radar and resistivity tomography.,39503,2017,italy,Egypt / The project concerns the application of state-of-the-art radar technologies for a completemapping of the Valley of the Kings in Luxor.,egypt,,africa,4509.58,4000.0,4509.58,Committed,ODA,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Italian contribution that will assist the EU in four countries of the Senegal River basin (Senegal, Mali, Guinea and Mauritania) and OMVS in the collection and analysis of data",0,0,0,0,no,"Project focuses on data collection and analysis in the Senegal River basin and OMVS, not explicitly related to environment or sustainability",40044,2016,italy,Senegal / Senegal / Africa (South of Sahara) / In loco Fund - Italian contribution to the EU project in support to the integrated management of environmental issues,senegal,,africa,210107.27,190000.0,210107.27,Committed,ODA,adaptation,Grant,Other (Environmental policy and administrative management),True,False,False,False,False,False,False,False,False,False,False
Support to Nepalese Cultural Heritage damaged by the earthquake 2015,0,0,0,0,no,Project involves protecting cultural heritage which is not directly related to environment protection,40067,2016,italy,Nepal / Nepal / Asia (South & Central Asia) / Support to Nepalese Cultural Heritage damaged by the earthquake 2015,nepal,,asia,105703.17,95587.38,105703.17,Committed,ODA,mitigation,Grant,Other (Site preservation),False,False,False,False,False,True,False,False,False,False,False
Upgrade the present condition of the Rumbek and Yrol Hospitals and ensure that this condition can be maintained. The immediate outcomes shall be good hospital facilities to the people in Lakes States,0,0,0,0,no,Project description focuses on improving hospital facilities and does not mention any environmental aspect. ,40070,2016,italy,Other (South Sudan) / South Sudan / Africa (South of Sahara) / Support to health infrastructures: Rumbek Public Hospital and Yrol County Hospital-lakes States,sudan,,africa,8625.46,7800.0,8625.46,Committed,ODA,cross-cutting,Grant,Other (Health Basic),True,False,False,False,False,False,False,False,False,False,False
Training pilot project for protection and management of CARICOM countries cultural heritage,0,0,0,0,no,"The project promotes protection and management of cultural heritage, which does not have a direct impact on the environment.",40097,2016,italy,"Latin America and the Caribbean / America, regional / America / Training pilot project for protection and management of CARICOM countries'' cultural heritage",,"america, latin america and the caribbean",latin america and the caribbean,59670.46,53960.0,59670.46,Committed,ODA,mitigation,Grant,Other (Site preservation),False,True,False,False,False,False,False,False,False,False,False
the project aims at fighting severe infant malnutrition during the first 1000 days of life of the children,0,0,0,0,no,"The project aims at improving health of children, which is a social and economic, but not environmental, goal. Its description is not related to environmental issues, thus it's not an environmental project.",40113,2016,italy,Burkina Faso / Burkina Faso / Africa (South of Sahara) / Maternal and Child Health and Nutrition in the central west region,burkina faso,,africa,106795.97,96575.6,106795.97,Committed,ODA,cross-cutting,Grant,Other (Health Basic),True,False,False,False,False,False,False,False,False,False,False
VACCINATION  OF LOCAL LIVESTOCK,0,0,0,0,no,"The project involves vaccination of local livestock, which does not have a direct impact on the environment.",40131,2016,italy,Somalia / Somalia / Africa (South of Sahara) / Enhancement of health - Vaccination of local livestock,somalia,,africa,15603.23,14110.0,15603.23,Committed,ODA,cross-cutting,Grant,Agriculture,True,False,False,False,False,False,False,False,False,False,False
"Socio-economic development and job opportunities for refugees, asylum seekers and vulnerable persons in target country",0,0,0,0,no,"Project focuses on social and economic development for disadvantaged groups, not explicitly related to environment",40133,2016,italy,Senegal / Senegal / Africa (South of Sahara) / CREA Sénegal. CRéation Emplois dans l’Agriculture,senegal,,africa,37176.77,33618.96,37176.77,Committed,ODA,cross-cutting,Grant,Other (Education Basic),True,False,False,False,False,False,False,False,False,False,False
promotion of the efficiency  of teaching,0,0,0,0,no,The project aims to improve education but does not directly address environmental concerns,40142,2016,italy,Djibouti / Djibouti / Africa (South of Sahara) / public solar lamps  donation,djibouti,,africa,6406.72,5793.6,6406.72,Committed,ODA,mitigation,Grant,Other (Education Unspecified),True,False,False,False,False,False,False,False,False,False,False
provision of teaching material for a kindergarten  in djibouti,0,0,0,0,no,"The project involves providing teaching material for a kindergarten, which on its own does not have a direct impact on the environment.",40143,2016,italy,Djibouti / Djibouti / Africa (South of Sahara) / public solar lamps  donation,djibouti,,africa,2211.66,2000.0,2211.66,Committed,ODA,mitigation,Grant,Other (Education Unspecified),True,False,False,False,False,False,False,False,False,False,False
LOCAL DEMOCRACY AND ACTIVE CITIZENSHIP-WOMEN INVOLVEMENT IN LOCAL DEVELOPMENT,0,0,0,0,no,"Promoting democratic values and inclusion, not an environmental project",40171,2016,italy,Cameroon / Cameroon / Africa (South of Sahara) / COMMUNITY DEVELOPMENT FOR WOMEN OF MBANDA,cameroon,,africa,36359.62,32880.0,36359.62,Committed,ODA,cross-cutting,Grant,Other (Government and civil society general),True,False,False,False,False,False,False,False,False,False,False
"The project is a continuation of the previously implemented programs to improve the living conditions of the population of Zambezia, in particular through education / training, reduced illiteracy in post-school age and improvement of technical knowledge in the field of rural development. The activities have allowed us to increase literacy, increase and improve production and economic and income-generating activities, awareness of gender issues and health.",0,0,0,0,no,"Project focuses on education, health and rural development which don't have direct impact on the environment.",40222,2016,italy,Zambia / Zambia / Africa (South of Sahara) / Rural Development in Zambezia,zambia,,africa,836.01,756.0,836.01,Committed,ODA,cross-cutting,Grant,Other (Education Basic),True,False,False,False,False,False,False,False,False,False,False
"The project is proposed as a main objective the integration of people with disabilities, in particular women and children. Have been created, with ad hoc activities, conditions of help and support for disability with the actual improvement of working skills useful for employment and socio-economic inclusion of the weakest members of society. The project also develops the promotion of education for children with disabilities by increasing the inclusion thanks to coordination activities, internships, public events and recreational and educational combination with the Ludobus.",0,0,0,0,no,"Project focuses on socio-economic inclusion and education of people with disabilities, including women and children, with no direct reference to environmental sustainability or protection.",40223,2016,italy,"Other (West Bank and Gaza) / West Bank and Gaza Strip / Asia (Middle East Asia) / Intervention of promoting of employment opportunities  disabled women, education  children, disadvantaged and empowerment of local actors in Palestine","palestine, state of",,asia,1326.99,1200.0,1326.99,Committed,ODA,cross-cutting,Grant,Other (Education Basic),False,False,False,False,False,True,False,False,False,False,False
The overall goal is improving the infrastructure of Kabala hospital to allow for greater efficiency in health care; ensure continuity of care and treatment at the hospital in Kabala by groups of volunteer doctors belonging to the association of the proponent and other project partners.The specific objective is to increase the effectiveness of Kabala Hospital both in direct medical interventions both in preventive medicine.,0,0,0,0,no,Project aims to improve healthcare infrastructure and efficiency in Kabala hospital,40230,2016,italy,Sierra Leone / Sierra Leone / Africa (South of Sahara) / Kabala hospital and its territory: strategies of recovery and functional rehabilitation,sierra leone,,africa,8846.62,8000.0,8846.62,Committed,ODA,cross-cutting,Grant,Other (Health Basic),True,False,False,False,False,False,False,False,False,False,False
"Overall project objective is to improve the field of Emergency/Urgency in the Bolivian region of Chaco, from an educational point of view, management and organization. Specific objective is to strengthen the emergency/urgency system of health facilities in the Chaco involved in the project, from the point of view of strengthening the professional skills, the more control/monitoring of cases of trauma (Trauma Registry) and learning the instructions of the WHO in the field of Ready-rescue ",0,0,0,0,no,"The project aims to improve emergency/urgency systems in Bolivian health facilities, which is not directly related to the environment.",40232,2016,italy,Bolivia / Bolivia / America (South America) / Advanced training in emergency / urgent sector for health personnel of the Bolivian Chaco,"bolivia, plurinational state of",,latin america and the caribbean,8846.62,8000.0,8846.62,Committed,ODA,cross-cutting,Grant,Other (Health Basic),False,True,False,False,False,False,False,False,False,False,False
REFUGEES MANAGEMENT AND INTEGRATION,0,0,0,0,no,Project is about refugees management and integration,40243,2016,italy,Lebanon / Lebanon / Asia (Middle East Asia) / Ghazze in progress,lebanon,,asia,26539.87,24000.0,26539.87,Committed,ODA,cross-cutting,Grant,Other (Emergency Response),False,False,False,False,False,True,False,False,False,False,False
The projects  works to reduce the causes which produce discrimination and female violence. The women who take part to the project receive skills and education to improve their condition of life by means of creation a small local business.,0,0,0,0,no,"The project reduces female violence and provides skills for women to start local businesses, but no explicit environmental benefits are mentioned.",40248,2016,italy,Afghanistan / Afghanistan / Asia (South & Central Asia) / Fight against female violence in Herat and Bamyan provinces.,afghanistan,,asia,37200.04,33640.0,37200.04,Committed,ODA,mitigation,Grant,Other (Government and civil society general),False,False,False,False,False,True,False,False,False,False,False
"The project aims to build  a center involved in the security and safety food items and in the spread of best practices on nutrition culture in a vulnerable area of Bogotà. Moreover the project will contribute to reinforce the relation among the local  authorities and economic organizations, in order to reinforce the capacity to exchange knowledges regarding health and nutrition.

",0,0,0,0,no,"The project aims to promote food safety and security, and the spread of best practices on nutrition in a vulnerable area, but it doesn't have a direct impact on the environment",40266,2016,italy,Colombia / Colombia / America (South America) / Institution of a safety food center in Bogotà. ,colombia,,latin america and the caribbean,42198.39,38160.0,42198.39,Committed,ODA,mitigation,Grant,Agriculture,False,True,False,False,False,False,False,False,False,False,False
"Improve access to drinking water and hygiene, protection of young children from violence",0,0,0,0,no,"Project focuses on improving access to drinking water, hygiene, and protecting young children from violence. No direct environmental benefits are mentioned.",40279,2016,italy,Ethiopia / Ethiopia / Africa (South of Sahara) / Jijiga: Better living conditions and resilience to natural disasters,ethiopia,,africa,19985.18,18072.6,19985.18,Committed,ODA,adaptation,Grant,Water and Sanitation,True,False,False,False,False,False,False,False,False,False,False
"A support to small farmers to foster their aggregation and retraining in production, management and trade. The objectives consist of: to improve the quality and productivity of the product, to complete the production chain,  to sell the finished product in the local and international markets in order to have a higher profit margin. ",0,0,0,0,no,"Project aims to improve productivity and quality of agricultural products, complete production chain and sell in local/international markets for higher profits. No direct environmental benefits are mentioned in the project description.",40290,2016,italy,Jordan / Jordan / Asia (Middle East Asia) / Network for sustainable development and production as well as commercial innovation of Aloe Vera producers,jordan,,asia,265222.82,239841.0,265222.82,Committed,ODA,cross-cutting,Grant,Agriculture,False,False,False,False,False,True,False,False,False,False,False
"Better income for small scale farmers in Kilima through better coffee cultivation, processing and commercialization in a cooperative",0,0,0,0,no,"The project increases the income of farmers through better coffee cultivation, processing and commercialization in a cooperative. It does not have any direct or indirect impact on the environment, as it does not involve any environmental protection or degradation activities.",40301,2016,italy,Tanzania / Tanzania / Africa (South of Sahara) / Kolcafè II,tanzania,,africa,27483.69,24853.5,27483.69,Committed,ODA,cross-cutting,Grant,Agriculture,True,False,False,False,False,False,False,False,False,False,False
"The goal of the project is to contribute to improving the living conditions and human, social and economic development of young women of Adua,  living in serious economic difficulties: training program, agricultural production and marketing for 50 women; 1 evening course in tailoring for 20 young women worker; 1 year embroidery course for 40 girls; support for the creation of cooperative groups and promotion of self-employment for young vulnerable women; provision of microcredit loans given to at least 60 women ",0,0,0,0,no,"The project describes activities that will help improve the living conditions of young women through training and support for self-employment, but it does not contain any information related to the environment or sustainability.",40322,2016,italy,Ethiopia / Ethiopia / Africa (South of Sahara) / Education and micro credit for women in Adua ,ethiopia,,africa,11058.28,10000.0,11058.28,Committed,ODA,cross-cutting,Grant,Other (Education Secondary),True,False,False,False,False,False,False,False,False,False,False
DEVELOPMENT OF HEALTH SERVICES IN RURAL AREAS,0,0,0,0,no,"The project aims to improve healthcare in rural communities, which is important but has no direct connection to the environment.",40325,2016,italy,Kenya / Kenya / Africa (South of Sahara) / ENERGY AUTONOMY FOR URAFIKI MEDICAL CENTRE,kenya,,africa,33174.83,30000.0,33174.83,Committed,ODA,adaptation,Grant,Other (Health Basic),True,False,False,False,False,False,False,False,False,False,False
"Child malnutrition prevention and nutritional education to villages in County Cueibet, South Sudan",0,0,0,0,no,"The project aims to address child malnutrition and promote nutritional education, which are not directly related to the environment.",40330,2016,italy,Nepal / Nepal / Asia (South & Central Asia) / Child malnutrition prevention and nutritional education,nepal,,asia,7519.63,6800.0,7519.63,Committed,ODA,cross-cutting,Grant,Other (Health Basic),False,False,False,False,False,True,False,False,False,False,False
"Protect the health of women and children: prevention and community awareness programs on Child Health and safe childhood, in particular on nutritional problems; training of health personnel on the issue related to safe motherhood; creation of centers for abused women; health program with pediatric medical visits, nutrition program for malnourished children; support to three family houses of abandoned children in rural areas and in the city",0,0,0,0,no,"Project focuses on improving health of women and children, reducing malnutrition and providing support to family houses for abandoned children. No direct environmental benefits mentioned in the description.",40333,2016,italy,Zambia / Zambia / Africa (South of Sahara) / Woman-Child project - Zambia ,zambia,,africa,11058.28,10000.0,11058.28,Committed,ODA,cross-cutting,Grant,Other (Population policies),True,False,False,False,False,False,False,False,False,False,False
"Purchase of school supplies for schools for refugees from Burma in Mae Sot, Thailand",0,0,0,0,no,"The project involves purchasing supplies for schools, which does not have a direct impact on the environment.",40336,2016,italy,Thailand / Thailand / Asia (Far East Asia) / purchase  of a drinking water purifier and provision of a water collection tank,thailand,,asia,64138.01,58000.0,64138.01,Committed,ODA,adaptation,Grant,Other (Education Basic),False,False,False,False,False,True,False,False,False,False,False
"purchase of medicines for the medical clinic in st. benedict andrevorevo, madagascar",0,0,0,0,no,"The project involves purchasing medicines for a medical clinic, which does not contain any environmental aspects.",40343,2016,italy,Peru / Peru / America (South America) / purchase  of a drinking water purifier,peru,,latin america and the caribbean,28751.52,26000.0,28751.52,Committed,ODA,adaptation,Grant,Other (Health Basic),False,True,False,False,False,False,False,False,False,False,False
"purchase of powdered food and shoes for orphans of the tibetan community in mussoorie, india (tibetan home foundation)",0,0,0,0,no,"The project involves purchasing goods for a specific community, but it does not contain any elements that would make it an environmental project.",40345,2016,italy,India / India / Asia (South & Central Asia) / purchase  of a drinking water purifier and provision of a water collection tank,india,,asia,27645.69,25000.0,27645.69,Committed,ODA,adaptation,Grant,Other (Health Basic),False,False,False,False,False,True,False,False,False,False,False
Management suppot to the Centre; Training local personnel; Networking and advocacy.,0,0,0,0,no,Description does not include specific environmental actions,40462,2016,italy,Rwanda / Rwanda / Africa (South of Sahara) / Support to the Pediatric Orthopaedic Surgery and Rehabilitation Center St Marie de Rilima,rwanda,,africa,35386.49,32000.0,35386.49,Committed,ODA,cross-cutting,Grant,Other (Health General),True,False,False,False,False,False,False,False,False,False,False
"Management support of the public hospital rehabilitation department; Networking and advocacy for the national recognition of the figure of the physiotherapist; Awareness-raising activities in the district; Training of local staff.








",0,0,0,0,no,"The project aims to support the management of a public hospital rehabilitation department, network and advocate for the recognition of physiotherapists, raise awareness in a district, and train local staff. There is no mention of any environmental aspect in the project description, thus it is not classified as an environmental project.",40464,2016,italy,Burundi / Burundi / Africa (South of Sahara) / support and training for the rehabilitation ward of the District Hospital of Ngozi,burundi,,africa,4423.31,4000.0,4423.31,Committed,ODA,cross-cutting,Grant,Other (Health General),True,False,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40470,2016,italy,Chile / Chile / America (South America) / Support for the educational and social center in Santiago (Chile),chile,,latin america and the caribbean,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),False,True,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40471,2016,italy,Chile / Chile / America (South America) / Support for the educational and social center in Talca (Chile),chile,,latin america and the caribbean,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),False,True,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40472,2016,italy,Brazil / Brazil / America (South America) / Support for the educational and social center in Matelandia (Brazil),brazil,,latin america and the caribbean,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),False,True,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40473,2016,italy,Brazil / Brazil / America (South America) / Support for the educational and social center in Sao Bento (Brazil),brazil,,latin america and the caribbean,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),False,True,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40474,2016,italy,Brazil / Brazil / America (South America) / Support for the educational and social center in Ponta Grossa (Brazil),brazil,,latin america and the caribbean,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),False,True,False,False,False,False,False,False,False,False,False
